"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.indekx","Input.index","Input.orig_image","Input.ours","Input.bpg","Input.hific","Input.dataset","Input.bpp","Input.orig_url","Input.ours_url","Input.bpg_url","Input.hific_url","Answer.Feedback","Answer.reconstruct.1","Answer.reconstruct.2","Answer.reconstruct.3","Answer.reconstruct.4","Approve","Reject"
"3NC6WP7WKMJJY8IHOTQ872U57FYWWW","3D92QE1HWPRV70TU9Y4G958ELQV38X","Answer a small survey (1-2 questions)","You will be shown an original image and 2-3 similar images. Your task is to determine which of the images is closest to the original image","image, compress","$0.10","Sat Nov 13 03:06:48 PST 2021","5","BatchId:4602171;OriginalHitTemplateId:928390873;","300","345600","Sat Nov 20 03:06:48 PST 2021","","","36TFCYNS4A9JD1QCT15VX2TDX8KHX8","A1NHA37BFZQLBJ","Submitted","Sat Nov 13 03:12:49 PST 2021","Sat Nov 13 03:16:26 PST 2021","Wed Nov 17 03:16:26 PST 2021","","","","217","0% (0/1)","0% (0/0)","0% (0/0)","0","0","CelebA_Original_10039.png","CelebA_Ours_Baseline_bpp-0.15_10039.png","CelebA_BPG_reconstructions_q37_10039.png","CelebA_HiFiC_Low-0.15bpp_10039_RECON_0.221bpp.png","CelebA","low","https://drive.google.com/uc?id=1DgIlQJNonZxHRnXAcOQ1mZ3hE6q3btZT","https://drive.google.com/uc?id=1OQngBH0CbuHyo6iB3m7UvoKUMvjgkzAm","https://drive.google.com/uc?id=1K01lyXgEGsfd5TjpFr4g-Z3d_MccHlUm","https://drive.google.com/uc?id=1yZbvhnCeDESlOu0BfiG_QDawYIOGDvBB","nice","true","false","false","false"
"3NC6WP7WKMJJY8IHOTQ872U57FYWWW","3D92QE1HWPRV70TU9Y4G958ELQV38X","Answer a small survey (1-2 questions)","You will be shown an original image and 2-3 similar images. Your task is to determine which of the images is closest to the original image","image, compress","$0.10","Sat Nov 13 03:06:48 PST 2021","5","BatchId:4602171;OriginalHitTemplateId:928390873;","300","345600","Sat Nov 20 03:06:48 PST 2021","","","37ZHEEHM62LA4EDMW3CVZ9FFCAO37T","A2KWEVSI7P1RGQ","Submitted","Sat Nov 13 03:10:30 PST 2021","Sat Nov 13 03:11:25 PST 2021","Wed Nov 17 03:11:25 PST 2021","","","","55","49% (36/74)","0% (0/0)","0% (0/0)","0","0","CelebA_Original_10039.png","CelebA_Ours_Baseline_bpp-0.15_10039.png","CelebA_BPG_reconstructions_q37_10039.png","CelebA_HiFiC_Low-0.15bpp_10039_RECON_0.221bpp.png","CelebA","low","https://drive.google.com/uc?id=1DgIlQJNonZxHRnXAcOQ1mZ3hE6q3btZT","https://drive.google.com/uc?id=1OQngBH0CbuHyo6iB3m7UvoKUMvjgkzAm","https://drive.google.com/uc?id=1K01lyXgEGsfd5TjpFr4g-Z3d_MccHlUm","https://drive.google.com/uc?id=1yZbvhnCeDESlOu0BfiG_QDawYIOGDvBB","It is very interesting and easy to the survey.","true","false","false","false"
"3NC6WP7WKMJJY8IHOTQ872U57FYWWW","3D92QE1HWPRV70TU9Y4G958ELQV38X","Answer a small survey (1-2 questions)","You will be shown an original image and 2-3 similar images. Your task is to determine which of the images is closest to the original image","image, compress","$0.10","Sat Nov 13 03:06:48 PST 2021","5","BatchId:4602171;OriginalHitTemplateId:928390873;","300","345600","Sat Nov 20 03:06:48 PST 2021","","","3HMIGG0U4R5FKVFTVTXR337NWVQ8YS","A3Q3C4VL16VYR8","Submitted","Sat Nov 13 03:13:23 PST 2021","Sat Nov 13 03:14:43 PST 2021","Wed Nov 17 03:14:43 PST 2021","","","","80","0% (0/0)","0% (0/0)","0% (0/0)","0","0","CelebA_Original_10039.png","CelebA_Ours_Baseline_bpp-0.15_10039.png","CelebA_BPG_reconstructions_q37_10039.png","CelebA_HiFiC_Low-0.15bpp_10039_RECON_0.221bpp.png","CelebA","low","https://drive.google.com/uc?id=1DgIlQJNonZxHRnXAcOQ1mZ3hE6q3btZT","https://drive.google.com/uc?id=1OQngBH0CbuHyo6iB3m7UvoKUMvjgkzAm","https://drive.google.com/uc?id=1K01lyXgEGsfd5TjpFr4g-Z3d_MccHlUm","https://drive.google.com/uc?id=1yZbvhnCeDESlOu0BfiG_QDawYIOGDvBB","good","true","false","false","false"
"3NC6WP7WKMJJY8IHOTQ872U57FYWWW","3D92QE1HWPRV70TU9Y4G958ELQV38X","Answer a small survey (1-2 questions)","You will be shown an original image and 2-3 similar images. Your task is to determine which of the images is closest to the original image","image, compress","$0.10","Sat Nov 13 03:06:48 PST 2021","5","BatchId:4602171;OriginalHitTemplateId:928390873;","300","345600","Sat Nov 20 03:06:48 PST 2021","","","3JPSL1DZ5YYZRK4ULP8UIEFBIZKAN6","ACU8RTAZQU1GP","Submitted","Sat Nov 13 03:12:27 PST 2021","Sat Nov 13 03:13:57 PST 2021","Wed Nov 17 03:13:57 PST 2021","","","","90","0% (0/0)","0% (0/0)","0% (0/0)","0","0","CelebA_Original_10039.png","CelebA_Ours_Baseline_bpp-0.15_10039.png","CelebA_BPG_reconstructions_q37_10039.png","CelebA_HiFiC_Low-0.15bpp_10039_RECON_0.221bpp.png","CelebA","low","https://drive.google.com/uc?id=1DgIlQJNonZxHRnXAcOQ1mZ3hE6q3btZT","https://drive.google.com/uc?id=1OQngBH0CbuHyo6iB3m7UvoKUMvjgkzAm","https://drive.google.com/uc?id=1K01lyXgEGsfd5TjpFr4g-Z3d_MccHlUm","https://drive.google.com/uc?id=1yZbvhnCeDESlOu0BfiG_QDawYIOGDvBB","GOOD","true","false","false","false"
"3NC6WP7WKMJJY8IHOTQ872U57FYWWW","3D92QE1HWPRV70TU9Y4G958ELQV38X","Answer a small survey (1-2 questions)","You will be shown an original image and 2-3 similar images. Your task is to determine which of the images is closest to the original image","image, compress","$0.10","Sat Nov 13 03:06:48 PST 2021","5","BatchId:4602171;OriginalHitTemplateId:928390873;","300","345600","Sat Nov 20 03:06:48 PST 2021","","","3TU5ZICBRJ06BTO74JGXQH4LXM78QN","AJVFEOLBUOB3H","Submitted","Sat Nov 13 03:07:31 PST 2021","Sat Nov 13 03:07:53 PST 2021","Wed Nov 17 03:07:53 PST 2021","","","","22","0% (0/0)","0% (0/0)","0% (0/0)","0","0","CelebA_Original_10039.png","CelebA_Ours_Baseline_bpp-0.15_10039.png","CelebA_BPG_reconstructions_q37_10039.png","CelebA_HiFiC_Low-0.15bpp_10039_RECON_0.221bpp.png","CelebA","low","https://drive.google.com/uc?id=1DgIlQJNonZxHRnXAcOQ1mZ3hE6q3btZT","https://drive.google.com/uc?id=1OQngBH0CbuHyo6iB3m7UvoKUMvjgkzAm","https://drive.google.com/uc?id=1K01lyXgEGsfd5TjpFr4g-Z3d_MccHlUm","https://drive.google.com/uc?id=1yZbvhnCeDESlOu0BfiG_QDawYIOGDvBB","NO COMMENTS","false","true","false","false"
"3EKTG13I0Z27I2C4GDDJPTBYB6GML2","3D92QE1HWPRV70TU9Y4G958ELQV38X","Answer a small survey (1-2 questions)","You will be shown an original image and 2-3 similar images. Your task is to determine which of the images is closest to the original image","image, compress","$0.10","Sat Nov 13 03:06:48 PST 2021","5","BatchId:4602171;OriginalHitTemplateId:928390873;","300","345600","Sat Nov 20 03:06:48 PST 2021","","","3TUI152ZZHMO0T4M5Y7IB7HDJG31QY","A134EFDQK0F72Q","Submitted","Sat Nov 13 03:11:19 PST 2021","Sat Nov 13 03:12:56 PST 2021","Wed Nov 17 03:12:56 PST 2021","","","","97","0% (0/0)","0% (0/0)","0% (0/0)","1","1","CelebA_Original_10165.png","CelebA_Ours_Baseline_bpp-0.15_10165.png","CelebA_BPG_reconstructions_q37_10165.png","CelebA_HiFiC_Low-0.15bpp_10165_RECON_0.194bpp.png","CelebA","low","https://drive.google.com/uc?id=12LrI6Os82LOjgQw95LPO3u6eja32W9yU","https://drive.google.com/uc?id=1OKJgdY8bwetjc8490gnzf3BeI1kEF6sI","https://drive.google.com/uc?id=1LlG6408WHNFLotQyUXzpkcjDp0fQhUo7","https://drive.google.com/uc?id=17Ei4WuINWpoMjrxnCjG5IpOagoBKUJJV","very interesting","false","false","false","true"
"3EKTG13I0Z27I2C4GDDJPTBYB6GML2","3D92QE1HWPRV70TU9Y4G958ELQV38X","Answer a small survey (1-2 questions)","You will be shown an original image and 2-3 similar images. Your task is to determine which of the images is closest to the original image","image, compress","$0.10","Sat Nov 13 03:06:48 PST 2021","5","BatchId:4602171;OriginalHitTemplateId:928390873;","300","345600","Sat Nov 20 03:06:48 PST 2021","","","3KYQYYSHY16F7C7I6EZ9N4NMTCMDOQ","A2K2A3URR1D45G","Submitted","Sat Nov 13 03:07:51 PST 2021","Sat Nov 13 03:08:15 PST 2021","Wed Nov 17 03:08:15 PST 2021","","","","24","0% (0/0)","0% (0/0)","0% (0/0)","1","1","CelebA_Original_10165.png","CelebA_Ours_Baseline_bpp-0.15_10165.png","CelebA_BPG_reconstructions_q37_10165.png","CelebA_HiFiC_Low-0.15bpp_10165_RECON_0.194bpp.png","CelebA","low","https://drive.google.com/uc?id=12LrI6Os82LOjgQw95LPO3u6eja32W9yU","https://drive.google.com/uc?id=1OKJgdY8bwetjc8490gnzf3BeI1kEF6sI","https://drive.google.com/uc?id=1LlG6408WHNFLotQyUXzpkcjDp0fQhUo7","https://drive.google.com/uc?id=17Ei4WuINWpoMjrxnCjG5IpOagoBKUJJV","nice","true","false","false","false"
"3EKTG13I0Z27I2C4GDDJPTBYB6GML2","3D92QE1HWPRV70TU9Y4G958ELQV38X","Answer a small survey (1-2 questions)","You will be shown an original image and 2-3 similar images. Your task is to determine which of the images is closest to the original image","image, compress","$0.10","Sat Nov 13 03:06:48 PST 2021","5","BatchId:4602171;OriginalHitTemplateId:928390873;","300","345600","Sat Nov 20 03:06:48 PST 2021","","","3ON104KXQQVACPXR4PPQ1U62J1SW48","A3LS0JK9E4ILY6","Submitted","Sat Nov 13 03:13:44 PST 2021","Sat Nov 13 03:14:33 PST 2021","Wed Nov 17 03:14:33 PST 2021","","","","49","0% (0/0)","0% (0/0)","0% (0/0)","1","1","CelebA_Original_10165.png","CelebA_Ours_Baseline_bpp-0.15_10165.png","CelebA_BPG_reconstructions_q37_10165.png","CelebA_HiFiC_Low-0.15bpp_10165_RECON_0.194bpp.png","CelebA","low","https://drive.google.com/uc?id=12LrI6Os82LOjgQw95LPO3u6eja32W9yU","https://drive.google.com/uc?id=1OKJgdY8bwetjc8490gnzf3BeI1kEF6sI","https://drive.google.com/uc?id=1LlG6408WHNFLotQyUXzpkcjDp0fQhUo7","https://drive.google.com/uc?id=17Ei4WuINWpoMjrxnCjG5IpOagoBKUJJV","NICE","false","false","true","false"
"3EKTG13I0Z27I2C4GDDJPTBYB6GML2","3D92QE1HWPRV70TU9Y4G958ELQV38X","Answer a small survey (1-2 questions)","You will be shown an original image and 2-3 similar images. Your task is to determine which of the images is closest to the original image","image, compress","$0.10","Sat Nov 13 03:06:48 PST 2021","5","BatchId:4602171;OriginalHitTemplateId:928390873;","300","345600","Sat Nov 20 03:06:48 PST 2021","","","3IX2EGZR7HIV7BZQ822OKXN49J3RJR","A8LBBPY53A3O3","Submitted","Sat Nov 13 03:08:28 PST 2021","Sat Nov 13 03:08:57 PST 2021","Wed Nov 17 03:08:57 PST 2021","","","","29","0% (0/0)","0% (0/0)","0% (0/0)","1","1","CelebA_Original_10165.png","CelebA_Ours_Baseline_bpp-0.15_10165.png","CelebA_BPG_reconstructions_q37_10165.png","CelebA_HiFiC_Low-0.15bpp_10165_RECON_0.194bpp.png","CelebA","low","https://drive.google.com/uc?id=12LrI6Os82LOjgQw95LPO3u6eja32W9yU","https://drive.google.com/uc?id=1OKJgdY8bwetjc8490gnzf3BeI1kEF6sI","https://drive.google.com/uc?id=1LlG6408WHNFLotQyUXzpkcjDp0fQhUo7","https://drive.google.com/uc?id=17Ei4WuINWpoMjrxnCjG5IpOagoBKUJJV","very in  teresting for this study","true","false","false","false"
"3EKTG13I0Z27I2C4GDDJPTBYB6GML2","3D92QE1HWPRV70TU9Y4G958ELQV38X","Answer a small survey (1-2 questions)","You will be shown an original image and 2-3 similar images. Your task is to determine which of the images is closest to the original image","image, compress","$0.10","Sat Nov 13 03:06:48 PST 2021","5","BatchId:4602171;OriginalHitTemplateId:928390873;","300","345600","Sat Nov 20 03:06:48 PST 2021","","","34T446B1C6DKZ39L4X2NDX9MA9VC00","AZQ41WSFK8CQZ","Submitted","Sat Nov 13 03:10:19 PST 2021","Sat Nov 13 03:10:47 PST 2021","Wed Nov 17 03:10:47 PST 2021","","","","28","0% (0/0)","0% (0/0)","0% (0/0)","1","1","CelebA_Original_10165.png","CelebA_Ours_Baseline_bpp-0.15_10165.png","CelebA_BPG_reconstructions_q37_10165.png","CelebA_HiFiC_Low-0.15bpp_10165_RECON_0.194bpp.png","CelebA","low","https://drive.google.com/uc?id=12LrI6Os82LOjgQw95LPO3u6eja32W9yU","https://drive.google.com/uc?id=1OKJgdY8bwetjc8490gnzf3BeI1kEF6sI","https://drive.google.com/uc?id=1LlG6408WHNFLotQyUXzpkcjDp0fQhUo7","https://drive.google.com/uc?id=17Ei4WuINWpoMjrxnCjG5IpOagoBKUJJV","Good","false","true","false","false"
